image,pts
./data_train/sample8068.png,[  14.  -39.  363.  -18.  371.  555.  -24.  562.]
./data_train/sample8069.png,[  15.   43.  400.   -6.  376.  620.  -10.  603.]
./data_train/sample8070.png,[  13.   48.  388.  -45.  376.  620.   38.  658.]
./data_train/sample8071.png,[   9.   -2.  370.   29.  362.  630.   35.  563.]
./data_train/sample8072.png,[ -20.   -5.  406.  -36.  374.  600.   37.  563.]
./data_train/sample8073.png,[ -34.  -40.  372.   14.  363.  637.  -13.  545.]
./data_train/sample8074.png,[ -27.   15.  399.  -18.  412.  607.   36.  589.]
./data_train/sample8075.png,[ -25.    6.  431.  -49.  394.  573.   39.  652.]
./data_train/sample8076.png,[  27.    2.  438.  -28.  399.  649.   -9.  582.]
./data_train/sample8077.png,[ -12.  -24.  400.  -30.  371.  642.  -14.  579.]
./data_train/sample8078.png,[ -18.   13.  426.  -15.  432.  559.   28.  615.]
./data_train/sample8079.png,[  17.   17.  401.  -21.  366.  579.    6.  630.]
./data_train/sample8080.png,[ -28.  -43.  380.  -16.  396.  630.    0.  589.]
./data_train/sample8081.png,[ -20.  -17.  410.   56.  428.  640.   38.  653.]
./data_train/sample8082.png,[ -34.  -39.  413.    3.  403.  572.  -34.  642.]
./data_train/sample8083.png,[ -27.  -25.  420.  -53.  413.  546.   33.  589.]
./data_train/sample8084.png,[   0.   56.  439.  -36.  366.  634.   30.  561.]
./data_train/sample8085.png,[ -32.   11.  412.   36.  387.  626.  -25.  571.]
./data_train/sample8086.png,[  -4.   54.  438.   11.  394.  548.   24.  553.]
./data_train/sample8087.png,[   7.   28.  412.   50.  434.  641.   25.  626.]
./data_train/sample8088.png,[  39.   51.  380.  -20.  361.  570.  -28.  550.]
./data_train/sample8089.png,[  32.   -3.  408.   48.  415.  568.  -18.  618.]
./data_train/sample8090.png,[  26.    2.  402.  -54.  430.  596.  -10.  572.]
./data_train/sample8091.png,[  28.  -22.  418.  -51.  379.  621.  -21.  548.]
./data_train/sample8092.png,[  15.   36.  373.  -22.  373.  636.   -6.  571.]
./data_train/sample8093.png,[  -9.   27.  363.  -21.  409.  541.  -19.  589.]
./data_train/sample8094.png,[  23.   50.  386.   28.  375.  568.    0.  544.]
./data_train/sample8095.png,[   7.  -10.  412.  -30.  370.  638.  -26.  547.]
./data_train/sample8096.png,[ -20.   13.  401.   -3.  388.  591.  -11.  626.]
./data_train/sample8097.png,[ -29.   31.  379.  -50.  379.  588.   31.  588.]
./data_train/sample8098.png,[  -6.  -50.  411.  -21.  432.  596.   -1.  622.]
./data_train/sample8099.png,[  37.  -25.  408.  -12.  420.  584.   26.  583.]
./data_train/sample8100.png,[  27.  -13.  401.   13.  400.  624.  -33.  617.]
./data_train/sample8101.png,[  -8.   -4.  366.   29.  424.  647.   -9.  572.]
./data_train/sample8102.png,[  -3.  -35.  378.  -32.  407.  561.    3.  647.]
./data_train/sample8103.png,[  -8.  -27.  416.   28.  391.  595.  -34.  630.]
./data_train/sample8104.png,[  11.  -10.  399.  -28.  429.  654.   26.  576.]
./data_train/sample8105.png,[ -34.    1.  414.  -33.  435.  624.   -4.  560.]
./data_train/sample8106.png,[ -34.  -41.  392.  -39.  435.  589.   17.  645.]
./data_train/sample8107.png,[  29.  -58.  399.  -42.  402.  589.  -29.  628.]
./data_train/sample8108.png,[ -12.   -4.  371.  -54.  407.  656.  -14.  596.]
./data_train/sample8109.png,[  -4.  -38.  398.   36.  374.  582.   14.  654.]
./data_train/sample8110.png,[  23.   18.  420.  -47.  392.  658.   -8.  565.]
./data_train/sample8111.png,[   1.   23.  427.   -7.  390.  574.   -9.  643.]
./data_train/sample8112.png,[ -21.   53.  435.    6.  384.  577.   24.  580.]
./data_train/sample8113.png,[  18.   26.  411.  -24.  424.  559.   22.  606.]
./data_train/sample8114.png,[  17.   -4.  372.  -14.  364.  637.   37.  578.]
./data_train/sample8115.png,[ -14.   30.  404.   44.  363.  553.  -10.  629.]
./data_train/sample8116.png,[ -23.   -8.  372.   -7.  432.  593.  -15.  616.]
./data_train/sample8117.png,[  -8.   24.  364.   31.  394.  544.  -28.  542.]
./data_train/sample8118.png,[ -38.  -19.  384.  -42.  364.  560.   13.  582.]
./data_train/sample8119.png,[  32.  -49.  396.  -10.  361.  635.   28.  606.]
./data_train/sample8120.png,[  21.   16.  403.   44.  413.  655.  -27.  621.]
./data_train/sample8121.png,[  11.  -19.  365.   37.  405.  656.  -33.  600.]
./data_train/sample8122.png,[ -21.    5.  428.  -57.  391.  599.   30.  567.]
./data_train/sample8123.png,[  38.  -43.  424.   36.  405.  633.   37.  602.]
./data_train/sample8124.png,[   2.  -25.  393.   27.  361.  630.   13.  610.]
./data_train/sample8125.png,[ -13.   41.  400.   -3.  418.  556.   21.  654.]
./data_train/sample8126.png,[ -13.   32.  422.    7.  438.  550.  -28.  593.]
./data_train/sample8127.png,[  -2.   25.  378.  -29.  413.  588.   -1.  624.]
./data_train/sample8128.png,[   3.   55.  428.   28.  400.  559.   25.  569.]
./data_train/sample8129.png,[ -20.  -26.  402.  -58.  373.  549.    0.  587.]
./data_train/sample8130.png,[ -33.  -12.  368.   58.  400.  582.   29.  565.]
./data_train/sample8131.png,[  21.   41.  428.  -17.  384.  574.   34.  595.]
./data_train/sample8132.png,[ -30.   17.  402.    3.  388.  623.   21.  563.]
./data_train/sample8133.png,[ -32.  -14.  392.   19.  426.  553.    3.  579.]
./data_train/sample8134.png,[   8.   32.  438.   -7.  385.  594.  -25.  588.]
./data_train/sample8135.png,[   2.   39.  437.  -37.  391.  608.    8.  598.]
./data_train/sample8136.png,[  19.  -44.  409.   22.  404.  658.    5.  596.]
./data_train/sample8137.png,[   9.   -2.  430.   27.  379.  629.   31.  593.]
./data_train/sample8138.png,[ -29.   20.  382.   43.  363.  562.    9.  655.]
./data_train/sample8139.png,[  27.   48.  414.   43.  428.  656.   -8.  605.]
./data_train/sample8140.png,[  29.   18.  416.  -56.  399.  609.  -25.  594.]
./data_train/sample8141.png,[  26.   41.  425.   58.  426.  553.   -7.  609.]
./data_train/sample8142.png,[   3.  -11.  400.   29.  417.  593.  -38.  653.]
./data_train/sample8143.png,[ -14.  -55.  364.  -27.  378.  551.   29.  620.]
./data_train/sample8144.png,[ -28.   -6.  407.   38.  394.  625.   34.  543.]
./data_train/sample8145.png,[ -35.  -59.  418.  -49.  370.  554.   31.  613.]
./data_train/sample8146.png,[  30.   23.  422.    8.  409.  656.   33.  570.]
./data_train/sample8147.png,[   7.   51.  378.  -16.  387.  556.    7.  569.]
./data_train/sample8148.png,[ -12.   51.  430.   30.  379.  639.    6.  580.]
./data_train/sample8149.png,[ -34.  -53.  377.    6.  394.  561.   20.  613.]
./data_train/sample8150.png,[  19.  -50.  365.   52.  381.  635.   37.  577.]
./data_train/sample8151.png,[   9.   45.  388.   19.  393.  542.  -29.  631.]
./data_train/sample8152.png,[   7.  -36.  409.  -41.  363.  616.  -30.  561.]
./data_train/sample8153.png,[   9.   -8.  401.   12.  384.  649.   19.  614.]
./data_train/sample8154.png,[   0.  -46.  406.  -14.  413.  602.  -14.  618.]
./data_train/sample8155.png,[ -27.  -39.  393.  -56.  399.  648.  -24.  614.]
./data_train/sample8156.png,[   2.   45.  395.    0.  436.  629.  -27.  652.]
./data_train/sample8157.png,[  28.   39.  425.  -16.  365.  563.  -12.  566.]
./data_train/sample8158.png,[  12.   30.  435.   -1.  423.  570.   32.  597.]
./data_train/sample8159.png,[ -15.   54.  424.   46.  402.  556.  -28.  622.]
./data_train/sample8160.png,[  36.  -47.  395.   43.  419.  592.  -33.  609.]
./data_train/sample8161.png,[  35.  -29.  387.   20.  435.  631.  -33.  562.]
./data_train/sample8162.png,[  -3.  -30.  403.  -15.  416.  590.    1.  553.]
./data_train/sample8163.png,[  25.  -19.  402.  -12.  424.  615.   13.  561.]
./data_train/sample8164.png,[  17.    1.  414.  -23.  397.  641.   39.  604.]
./data_train/sample8165.png,[  16.  -31.  382.   50.  384.  655.  -18.  597.]
./data_train/sample8166.png,[ -10.  -42.  415.   14.  414.  632.    4.  555.]
./data_train/sample8167.png,[ -16.   19.  377.  -39.  396.  560.   30.  598.]
./data_train/sample8168.png,[  20.  -56.  413.    9.  415.  598.   -1.  602.]
./data_train/sample8169.png,[  16.   -6.  371.   38.  377.  549.   13.  652.]
./data_train/sample8170.png,[ -24.   28.  425.  -36.  409.  600.   24.  594.]
./data_train/sample8171.png,[ -33.  -21.  361.    6.  439.  607.    0.  629.]
./data_train/sample8172.png,[   0.  -37.  418.   38.  399.  609.  -13.  643.]
./data_train/sample8173.png,[   8.   -4.  406.  -37.  404.  623.  -26.  557.]
./data_train/sample8174.png,[  35.    8.  369.   31.  430.  570.  -14.  569.]
./data_train/sample8175.png,[  37.   47.  403.   44.  412.  566.   18.  609.]
./data_train/sample8176.png,[ -15.   48.  375.  -54.  387.  640.   -3.  565.]
./data_train/sample8177.png,[  -4.   52.  381.  -35.  424.  657.  -18.  548.]
./data_train/sample8178.png,[  23.   52.  417.   42.  366.  576.  -28.  642.]
./data_train/sample8179.png,[   4.  -48.  376.   24.  400.  598.   26.  601.]
./data_train/sample8180.png,[   9.   34.  376.  -40.  430.  645.   23.  623.]
./data_train/sample8181.png,[   8.   30.  414.   58.  366.  566.   33.  566.]
./data_train/sample8182.png,[  32.   34.  433.  -10.  411.  642.   34.  608.]
./data_train/sample8183.png,[  13.  -53.  412.  -57.  413.  603.  -27.  627.]
./data_train/sample8184.png,[  32.   42.  386.   33.  384.  572.  -37.  549.]
./data_train/sample8185.png,[   0.   33.  391.   -1.  406.  581.   16.  544.]
./data_train/sample8186.png,[   1.  -16.  381.  -39.  372.  543.   29.  604.]
./data_train/sample8187.png,[  -8.  -23.  410.  -25.  389.  582.  -24.  647.]
./data_train/sample8188.png,[   6.  -18.  367.    5.  373.  551.    4.  607.]
./data_train/sample8189.png,[  -8.  -42.  430.   27.  419.  611.  -38.  605.]
./data_train/sample8190.png,[ -23.  -39.  361.  -29.  426.  554.  -17.  599.]
./data_train/sample8191.png,[  27.  -30.  395.   56.  409.  652.   16.  623.]
./data_train/sample8192.png,[ -26.    3.  409.  -21.  436.  648.   15.  621.]
./data_train/sample8193.png,[  -3.   59.  395.  -37.  381.  555.   26.  632.]
./data_train/sample8194.png,[  -4.  -29.  410.   49.  376.  649.  -23.  616.]
./data_train/sample8195.png,[  38.   52.  369.   51.  409.  574.  -24.  603.]
./data_train/sample8196.png,[  31.   12.  392.  -33.  399.  615.   24.  635.]
./data_train/sample8197.png,[  33.  -14.  430.   15.  368.  566.   38.  613.]
./data_train/sample8198.png,[  -5.  -10.  391.  -16.  423.  546.    5.  581.]
./data_train/sample8199.png,[ -15.   48.  405.  -59.  369.  600.   25.  633.]
./data_train/sample8200.png,[   6.  -17.  427.  -11.  384.  579.   29.  541.]
./data_train/sample8201.png,[  16.  -40.  390.  -53.  392.  565.    9.  572.]
./data_train/sample8202.png,[ -25.   50.  404.   43.  374.  601.   -6.  588.]
./data_train/sample8203.png,[  -8.   -1.  410.  -34.  382.  593.  -23.  652.]
./data_train/sample8204.png,[ -39.   -7.  409.   28.  405.  590.  -31.  654.]
./data_train/sample8205.png,[  23.  -30.  367.   53.  428.  643.  -36.  644.]
./data_train/sample8206.png,[   0.   14.  402.   57.  437.  562.   10.  635.]
./data_train/sample8207.png,[  28.  -51.  372.  -39.  421.  589.   20.  646.]
./data_train/sample8208.png,[  18.  -37.  386.   10.  423.  554.   -5.  620.]
./data_train/sample8209.png,[   6.  -31.  409.   19.  384.  541.  -18.  594.]
./data_train/sample8210.png,[  10.   -2.  377.  -42.  426.  570.   -4.  636.]
./data_train/sample8211.png,[ -15.  -14.  414.  -30.  370.  545.  -21.  607.]
./data_train/sample8212.png,[  -5.  -21.  413.   13.  374.  547.   25.  656.]
./data_train/sample8213.png,[  30.  -12.  429.  -23.  405.  619.   10.  604.]
./data_train/sample8214.png,[  39.  -13.  393.   -7.  364.  555.    9.  595.]
./data_train/sample8215.png,[ -19.    0.  424.   49.  421.  581.   13.  541.]
./data_train/sample8216.png,[  21.  -43.  409.   10.  435.  654.   14.  567.]
./data_train/sample8217.png,[ -25.   48.  433.  -59.  390.  632.   35.  629.]
./data_train/sample8218.png,[  -2.   56.  396.    8.  364.  642.   13.  594.]
./data_train/sample8219.png,[   3.  -16.  422.    3.  407.  570.    6.  567.]
./data_train/sample8220.png,[  -6.   58.  416.  -57.  367.  632.   -4.  630.]
./data_train/sample8221.png,[  28.   44.  362.  -31.  421.  649.  -27.  639.]
./data_train/sample8222.png,[   6.  -42.  411.  -41.  425.  569.  -38.  577.]
./data_train/sample8223.png,[  -4.  -34.  437.   11.  424.  587.  -17.  568.]
./data_train/sample8224.png,[  32.   54.  411.   56.  420.  635.  -25.  570.]
./data_train/sample8225.png,[ -22.  -20.  414.  -34.  401.  633.    5.  609.]
./data_train/sample8226.png,[ -36.   -7.  362.  -16.  371.  568.   -7.  640.]
./data_train/sample8227.png,[   9.   -8.  390.   -5.  370.  544.   27.  652.]
./data_train/sample8228.png,[  20.  -36.  362.   10.  400.  576.  -13.  551.]
./data_train/sample8229.png,[   2.   37.  378.   34.  408.  585.   -7.  590.]
./data_train/sample8230.png,[  38.   37.  392.    0.  423.  588.  -36.  577.]
./data_train/sample8231.png,[  26.   52.  433.   20.  429.  550.   -6.  544.]
./data_train/sample8232.png,[  29.   44.  407.  -33.  397.  578.  -27.  605.]
./data_train/sample8233.png,[  29.  -11.  427.    5.  439.  597.  -32.  547.]
./data_train/sample8234.png,[ -39.  -37.  422.   -1.  415.  585.   -2.  651.]
./data_train/sample8235.png,[  24.    3.  364.    9.  421.  610.   39.  600.]
./data_train/sample8236.png,[ -24.   17.  381.  -38.  371.  555.   18.  555.]
./data_train/sample8237.png,[ -25.  -37.  407.   19.  379.  568.  -18.  561.]
./data_train/sample8238.png,[  27.  -36.  396.   23.  404.  596.  -14.  606.]
./data_train/sample8239.png,[ -10.  -26.  381.   50.  409.  588.   25.  599.]
./data_train/sample8240.png,[  12.  -17.  432.   43.  409.  565.  -17.  573.]
./data_train/sample8241.png,[   2.  -25.  402.   20.  367.  573.   21.  614.]
./data_train/sample8242.png,[  28.  -24.  396.   45.  422.  657.   19.  656.]
./data_train/sample8243.png,[   6.   12.  418.  -48.  372.  598.  -10.  584.]
./data_train/sample8244.png,[  22.   33.  427.   19.  435.  617.   10.  600.]
./data_train/sample8245.png,[  29.   57.  431.   59.  377.  658.   26.  626.]
./data_train/sample8246.png,[ -36.  -41.  364.   23.  368.  655.  -34.  595.]
./data_train/sample8247.png,[  20.   34.  390.    3.  373.  574.   33.  650.]
./data_train/sample8248.png,[ -16.   50.  378.  -50.  425.  573.   21.  542.]
./data_train/sample8249.png,[ -10.   56.  380.    0.  379.  611.    5.  555.]
./data_train/sample8250.png,[   0.   42.  406.  -35.  418.  541.   -3.  580.]
./data_train/sample8251.png,[  30.  -33.  395.   59.  435.  596.  -21.  615.]
./data_train/sample8252.png,[ -25.   42.  436.   32.  402.  593.  -24.  585.]
./data_train/sample8253.png,[  -5.   16.  423.   46.  427.  560.    7.  656.]
./data_train/sample8254.png,[  -5.  -38.  394.   11.  410.  572.   -5.  644.]
./data_train/sample8255.png,[  14.   -6.  372.   37.  376.  641.    8.  647.]
./data_train/sample8256.png,[ -13.   23.  407.  -56.  424.  582.   28.  592.]
./data_train/sample8257.png,[   3.    5.  414.   -1.  424.  653.    4.  554.]
./data_train/sample8258.png,[ -35.  -51.  392.   41.  392.  656.    5.  619.]
./data_train/sample8259.png,[ -25.  -51.  383.    5.  429.  605.  -26.  547.]
./data_train/sample8260.png,[  22.  -52.  381.   21.  438.  567.  -12.  595.]
./data_train/sample8261.png,[  33.  -32.  436.   -3.  388.  561.   31.  607.]
./data_train/sample8262.png,[   0.   24.  419.  -12.  407.  576.   -8.  625.]
./data_train/sample8263.png,[ -10.  -23.  407.  -59.  363.  562.   11.  577.]
./data_train/sample8264.png,[ -31.   39.  412.  -50.  414.  598.   24.  629.]
./data_train/sample8265.png,[ -34.  -21.  399.  -55.  429.  603.   17.  590.]
./data_train/sample8266.png,[  34.  -27.  402.   35.  371.  644.   32.  647.]
./data_train/sample8267.png,[  -8.  -12.  372.  -37.  395.  607.   13.  619.]
./data_train/sample8268.png,[ -21.   54.  367.   32.  433.  629.  -21.  574.]
./data_train/sample8269.png,[  21.   25.  415.  -30.  417.  644.   36.  601.]
./data_train/sample8270.png,[ -14.   18.  368.   43.  411.  585.  -10.  554.]
./data_train/sample8271.png,[ -21.  -40.  432.  -45.  408.  599.  -24.  616.]
./data_train/sample8272.png,[  -3.  -44.  361.   50.  370.  619.    6.  651.]
./data_train/sample8273.png,[   8.  -29.  377.  -16.  431.  567.  -29.  637.]
./data_train/sample8274.png,[  35.   32.  434.  -36.  430.  652.  -34.  655.]
./data_train/sample8275.png,[  18.  -13.  380.   23.  424.  603.   24.  585.]
./data_train/sample8276.png,[  -3.  -32.  400.   13.  417.  563.   15.  597.]
./data_train/sample8277.png,[  32.   19.  422.  -26.  423.  559.   20.  550.]
./data_train/sample8278.png,[  20.  -17.  382.  -28.  429.  631.  -37.  651.]
./data_train/sample8279.png,[   0.   17.  400.    2.  423.  654.  -31.  619.]
./data_train/sample8280.png,[  17.  -46.  379.   44.  367.  562.    3.  599.]
./data_train/sample8281.png,[ -24.  -42.  438.   39.  404.  587.   19.  586.]
./data_train/sample8282.png,[  36.    6.  409.  -22.  377.  633.   33.  600.]
./data_train/sample8283.png,[  35.   39.  407.   13.  394.  611.   33.  631.]
./data_train/sample8284.png,[ -34.   12.  387.   21.  422.  645.  -15.  569.]
./data_train/sample8285.png,[ -20.   38.  392.   58.  434.  576.  -37.  579.]
./data_train/sample8286.png,[   0.  -28.  375.   16.  413.  586.   27.  630.]
./data_train/sample8287.png,[  24.   10.  417.    1.  402.  645.    0.  612.]
./data_train/sample8288.png,[  20.  -46.  361.   37.  401.  644.   -6.  604.]
./data_train/sample8289.png,[ -13.    0.  432.   52.  400.  552.   15.  595.]
./data_train/sample8290.png,[ -37.   59.  404.  -30.  392.  612.    2.  653.]
./data_train/sample8291.png,[   0.  -44.  390.   25.  391.  630.   -7.  654.]
./data_train/sample8292.png,[  -4.   53.  387.   -8.  400.  564.    4.  547.]
./data_train/sample8293.png,[   9.  -41.  385.  -34.  417.  651.   19.  555.]
./data_train/sample8294.png,[  -4.  -32.  399.    7.  396.  575.   -5.  649.]
./data_train/sample8295.png,[   6.  -32.  373.  -58.  430.  650.   24.  589.]
./data_train/sample8296.png,[ -29.   21.  386.  -12.  405.  633.  -20.  635.]
./data_train/sample8297.png,[  18.   -7.  368.  -45.  377.  547.   -6.  570.]
./data_train/sample8298.png,[  11.   53.  363.  -44.  363.  560.    4.  560.]
./data_train/sample8299.png,[  36.   54.  395.   40.  416.  579.  -29.  582.]
./data_train/sample8300.png,[ -22.  -50.  411.   44.  412.  622.  -37.  654.]
./data_train/sample8301.png,[ -39.   46.  362.   30.  425.  641.   30.  637.]
./data_train/sample8302.png,[  15.   -2.  417.   47.  415.  634.   -4.  575.]
./data_train/sample8303.png,[  16.  -47.  388.  -40.  371.  556.   39.  569.]
./data_train/sample8304.png,[ -23.   58.  404.  -25.  365.  618.    0.  575.]
./data_train/sample8305.png,[ -35.  -24.  402.  -31.  413.  622.   19.  617.]
./data_train/sample8306.png,[  36.  -12.  395.   54.  367.  581.   23.  550.]
./data_train/sample8307.png,[ -35.   22.  393.  -41.  428.  562.  -19.  644.]
./data_train/sample8308.png,[ -37.   41.  424.   11.  368.  656.    4.  656.]
./data_train/sample8309.png,[  12.  -31.  432.   29.  382.  607.   29.  587.]
./data_train/sample8310.png,[  28.   53.  387.   37.  424.  573.   33.  659.]
./data_train/sample8311.png,[ -39.   19.  404.   19.  433.  558.   10.  561.]
./data_train/sample8312.png,[  12.  -10.  407.  -45.  393.  551.    8.  556.]
./data_train/sample8313.png,[  22.    7.  403.  -48.  373.  569.    7.  597.]
./data_train/sample8314.png,[ -19.  -15.  364.  -20.  370.  606.    6.  558.]
./data_train/sample8315.png,[   2.   -1.  377.  -32.  378.  567.    0.  579.]
./data_train/sample8316.png,[  14.   15.  375.  -25.  416.  586.   11.  623.]
./data_train/sample8317.png,[ -19.  -59.  368.  -37.  387.  638.   -1.  656.]
./data_train/sample8318.png,[ -18.  -58.  367.  -46.  420.  631.    6.  553.]
./data_train/sample8319.png,[  35.   43.  403.   -6.  397.  575.  -21.  639.]
./data_train/sample8320.png,[  31.  -25.  425.  -28.  401.  636.   31.  610.]
./data_train/sample8321.png,[   0.  -31.  416.   52.  400.  577.  -37.  566.]
./data_train/sample8322.png,[ -24.  -55.  438.   28.  437.  580.  -11.  581.]
./data_train/sample8323.png,[  -5.   46.  436.  -28.  403.  654.   -9.  609.]
./data_train/sample8324.png,[ -21.   49.  396.  -29.  368.  572.   38.  572.]
./data_train/sample8325.png,[ -34.  -17.  389.   20.  382.  556.  -20.  627.]
./data_train/sample8326.png,[ -27.   13.  403.  -54.  394.  622.   -1.  609.]
./data_train/sample8327.png,[  13.    6.  374.  -35.  397.  551.   -6.  603.]
./data_train/sample8328.png,[ -23.   36.  362.  -21.  407.  585.   38.  565.]
./data_train/sample8329.png,[  13.   17.  377.  -26.  396.  584.   -2.  606.]
./data_train/sample8330.png,[  17.   38.  385.  -37.  375.  653.    0.  566.]
./data_train/sample8331.png,[ -34.    3.  436.  -53.  427.  598.  -31.  570.]
./data_train/sample8332.png,[  -2.   56.  380.   17.  432.  543.   29.  640.]
./data_train/sample8333.png,[  28.  -56.  361.   59.  400.  549.    3.  647.]
./data_train/sample8334.png,[ -22.  -22.  371.    8.  379.  623.  -32.  636.]
./data_train/sample8335.png,[   0.  -20.  423.   57.  383.  600.   37.  658.]
./data_train/sample8336.png,[  32.  -23.  415.   10.  397.  650.   30.  558.]
./data_train/sample8337.png,[   5.   26.  407.   15.  362.  596.  -19.  576.]
./data_train/sample8338.png,[   0.   10.  379.    5.  437.  623.  -13.  610.]
./data_train/sample8339.png,[   1.   43.  372.   14.  422.  595.   -6.  620.]
./data_train/sample8340.png,[  -7.   34.  435.  -23.  380.  637.  -13.  597.]
./data_train/sample8341.png,[ -33.  -50.  420.  -52.  376.  576.   -3.  601.]
./data_train/sample8342.png,[  38.   11.  413.   28.  395.  551.   -6.  650.]
./data_train/sample8343.png,[  39.  -48.  435.   -4.  396.  596.   29.  574.]
./data_train/sample8344.png,[  10.   28.  390.   -3.  420.  587.   25.  640.]
./data_train/sample8345.png,[  17.    9.  395.   21.  399.  563.   14.  572.]
./data_train/sample8346.png,[  15.  -12.  405.   33.  405.  612.  -13.  613.]
./data_train/sample8347.png,[  29.   54.  432.  -50.  367.  654.  -24.  569.]
./data_train/sample8348.png,[   3.  -52.  383.  -55.  404.  562.  -16.  586.]
./data_train/sample8349.png,[   9.   38.  398.    4.  423.  545.  -36.  544.]
./data_train/sample8350.png,[  35.   40.  387.  -25.  417.  602.   28.  652.]
./data_train/sample8351.png,[  23.    5.  399.  -51.  389.  634.    9.  561.]
./data_train/sample8352.png,[  -1.   40.  375.   19.  421.  542.    9.  618.]
./data_train/sample8353.png,[  39.    0.  434.  -33.  426.  648.    4.  630.]
./data_train/sample8354.png,[  17.   49.  381.  -58.  364.  581.   16.  582.]
./data_train/sample8355.png,[ -26.  -22.  389.   16.  402.  551.   17.  633.]
./data_train/sample8356.png,[  33.  -45.  413.   30.  402.  578.    4.  654.]
./data_train/sample8357.png,[  26.  -37.  429.   23.  431.  619.   33.  640.]
./data_train/sample8358.png,[  36.   30.  379.   31.  428.  602.  -26.  543.]
./data_train/sample8359.png,[ -27.   22.  438.  -29.  388.  575.   39.  558.]
./data_train/sample8360.png,[   9.   50.  412.  -37.  365.  574.  -37.  584.]
./data_train/sample8361.png,[ -21.  -45.  379.  -57.  368.  573.   34.  612.]
./data_train/sample8362.png,[ -11.   42.  382.   36.  425.  637.   36.  563.]
./data_train/sample8363.png,[ -14.   44.  383.  -26.  404.  589.    4.  564.]
./data_train/sample8364.png,[ -31.  -58.  401.   19.  362.  621.  -16.  553.]
./data_train/sample8365.png,[  22.  -38.  378.  -24.  434.  625.   -1.  578.]
./data_train/sample8366.png,[ -22.  -25.  363.  -36.  422.  652.   38.  637.]
./data_train/sample8367.png,[ -26.  -25.  389.  -18.  409.  594.    0.  592.]
./data_train/sample8368.png,[ -34.  -49.  414.   26.  368.  543.   36.  543.]
./data_train/sample8369.png,[ -22.    0.  398.   16.  387.  639.  -19.  547.]
./data_train/sample8370.png,[ -32.  -29.  364.  -19.  415.  591.  -10.  640.]
./data_train/sample8371.png,[  39.  -51.  429.  -17.  368.  582.   33.  620.]
./data_train/sample8372.png,[   5.   27.  418.  -13.  382.  621.  -23.  573.]
./data_train/sample8373.png,[  -1.  -44.  363.   56.  438.  581.    3.  559.]
./data_train/sample8374.png,[ -29.    5.  380.   -3.  390.  613.   11.  616.]
./data_train/sample8375.png,[  34.   59.  365.   59.  374.  578.   21.  653.]
./data_train/sample8376.png,[ -10.    3.  416.   45.  374.  642.  -13.  596.]
./data_train/sample8377.png,[  22.  -54.  387.  -37.  394.  548.   39.  555.]
./data_train/sample8378.png,[ -14.   25.  381.  -49.  385.  635.   -7.  546.]
./data_train/sample8379.png,[  30.  -35.  403.   10.  364.  628.   14.  548.]
./data_train/sample8380.png,[  19.   -3.  412.  -56.  439.  659.  -22.  648.]
./data_train/sample8381.png,[  30.  -44.  395.   10.  415.  618.  -23.  560.]
./data_train/sample8382.png,[  35.  -20.  388.   47.  367.  588.  -17.  647.]
./data_train/sample8383.png,[  -3.  -41.  436.  -59.  400.  544.    3.  570.]
./data_train/sample8384.png,[ -17.   50.  437.   50.  416.  592.   11.  583.]
./data_train/sample8385.png,[   0.  -35.  402.    7.  371.  646.   29.  610.]
./data_train/sample8386.png,[  32.    6.  420.   24.  404.  553.   16.  553.]
./data_train/sample8387.png,[  11.  -54.  435.   21.  400.  571.  -18.  573.]
./data_train/sample8388.png,[  20.   55.  438.   -3.  414.  586.   22.  583.]
./data_train/sample8389.png,[ -21.    2.  438.   50.  413.  636.   39.  634.]
./data_train/sample8390.png,[ -33.   22.  415.   50.  407.  615.   -5.  605.]
./data_train/sample8391.png,[  -2.    5.  366.   16.  400.  637.  -34.  603.]
./data_train/sample8392.png,[  38.    0.  377.   14.  402.  582.   26.  551.]
./data_train/sample8393.png,[ -26.   55.  427.   22.  431.  569.    1.  643.]
./data_train/sample8394.png,[   0.   10.  377.  -37.  423.  564.  -39.  654.]
./data_train/sample8395.png,[   4.   22.  388.  -10.  365.  634.   21.  654.]
./data_train/sample8396.png,[  19.   35.  389.  -38.  415.  589.    5.  579.]
./data_train/sample8397.png,[ -20.   38.  390.  -36.  391.  647.   39.  546.]
./data_train/sample8398.png,[   5.   37.  437.  -54.  434.  596.   29.  581.]
./data_train/sample8399.png,[ -17.   45.  432.   25.  372.  562.  -12.  627.]
./data_train/sample8400.png,[  36.   15.  393.  -24.  439.  546.  -30.  627.]
./data_train/sample8401.png,[  32.    9.  381.  -10.  373.  549.  -24.  635.]
./data_train/sample8402.png,[  13.  -14.  429.    4.  396.  622.  -38.  601.]
./data_train/sample8403.png,[  -9.   16.  429.  -18.  432.  607.   17.  565.]
./data_train/sample8404.png,[  39.  -22.  385.   37.  375.  588.   13.  627.]
./data_train/sample8405.png,[  11.  -47.  423.   46.  386.  569.   33.  637.]
./data_train/sample8406.png,[  -3.   -1.  403.   -5.  381.  607.    1.  593.]
./data_train/sample8407.png,[  25.   24.  372.  -30.  389.  639.  -20.  625.]
./data_train/sample8408.png,[ -10.   22.  435.  -58.  405.  605.  -22.  645.]
./data_train/sample8409.png,[  15.   53.  423.   -8.  429.  583.   14.  553.]
